artist,tags_lastfm
Nico Fidenco,Soundtrack; italian; singer-songwriter; composer; italiana; 60s; Italy; exotica; cantautori; ost; All; italian songwriters; Guilty Pleasures; bellissimo; italia; ye-ye; Cantautore; Mondiovision; black emanuelle; pop; instrumental; acoustic; lounge; male vocal; great song; composers; spaghetti western; odd; lesser known yet streamable artists; film score; film music; 1980s; 1980; horror soundtrack; Highly recommended; wonderful track; cantautorato; psychotronic; movie score composer; Italia mia; horror movie; '60; cartoni animati; lunacom space station; Sigle italiane anime; dinlendirici; male solo artist; leiwand - squadra azzurra; canzone; 5X2; Lounge Lizard; italian film music; leggera; horror films; fifi  and grrrr; Nico Fidenco;  Emanuelle Nera; Zombi Holocaust
Nicola Conte,jazz; lounge; Bossa Nova; acid jazz; chillout; nu jazz; downtempo; electronic; nu-jazz; italian; electronica; smooth lounge; lounge chill; lounge electronic; sexy sounding; uutta jazzia; alternative lounge; Smoothly Sexy Sounding; groove lounge; Lounge uptempo; sweet downtempo; tropcool; chill chill; lounge at home tres; chillair; acid lounge; serve chilled; downtempo influences; best of chill; Best Of Down Tempo; my-love; Chillout Downtempo; chillounge1; awesome downtempo; epic lounge; jazzy flavoured; city lounge; Best Of Downtempo; lounge downtempo; jazz-trip; genre: downtempo; electronic lounge jazz; my lounge room; Jazzy vibes; 1st Vine; genre:downtempo; Nicola Conte; vocal-lounge; vocal downtempo; acoustic groove; lounge-tech; Ouahhhhh; uuta jazzia; uutta jazziz; Lounge at home two; chill; seen live; downtempo groove; trip-hop; jazzy female vocal; lounge groove; easy listening; ambient; served chilled; 1st vine acid; chilllounge1; nu jazz vibe; nu-jazz vibe; nujazz vibe; funk; bossa; downtempo lounge; lounge vibe; down-tempo vibe; downtempo vibe; future jazz vibe; jazzy down-tempo vibe; jazzy downtempo vibe; jazzy trip; lounge jazz vibe; acid jazz vibe; best of down temp; jazzy down tempo vibe; nujazz; indie; latin; groove; alternative; downbeat; samba; jazzy; Italy; jazz lounge; soul; sexy; dance; Bossanova; electropcool; rock; instrumental
Nicola Piovani,Soundtrack; composer; italian; instrumental; piano; movie score composers; composers; score; contemporary classical; Melancholism; great composers; Classical; opera; acoustic; easy listening; Soundtracks; lounge; ost; humor; Italy; film score; All; italiano; psychotronic; academy award; arranger; academy award winner; ecletism; bso; emocje; Nicola Piovani; Top Artist 2012; la vita e bella; soundtracks- karavaki
Nicole Croisille,chanson francaise; french; chanson; 60s; pop; nicole croisille; female vocalists; female vocalist; francais; Rare; Français; francophonic; spotify; french 60s; nostalgie; Fransk; TNPHP FEB 7th 2008 - French Kiss; Real female thing; mes chansons
Nicolette Larson,female vocalists; 70s; classic rock; soft rock; american; rock; pop; country; folk; female; nicolette larson; 80s; singer-songwriter; USA; deceased; late lamented; seen live; vocal; jazz; soul; alternative; folk-rock; easy listening; americana; sunshine pop; adult contemporary; sax; saxophone; Alt-country; gentle; soft; folk rock; west coast; intimate; World Music; female vocalist; love songs; 80's; Ballad; montana; female vocal; ok; legend; Myjukebox; femme fatale; All; ihs0001; female voice; Soft-Rock; sax solo; concert of the dead; Nicolette; Talented Ladies; Innocent; westcoast; 70's; 70's rock; spotify; laid-back-mellow; vulnerable; favourite female vocalists; Dan Fogelberg; slodio; workplace 1; treeks favourites; lite rock; us pop rock; female feelings; Grateful Dread; Female solo artists; all popular; wounded bird; nicolarson; Lotta Love; The best of best; wjfm; Blues Stay Away Music; good times artists 98; Deine Musiksammlung; EarWorm23 likes this; rbfm; soft peppermint
Nico & Tetta,hardcore; Gabber; hardcore techno; Mainstream Hardcore; seen live; Mainstyle Hardcore; italian hardcore; mainstyle; traxtorm; synth3sis
Nigel Eaton,hurdy-gurdy; folk; english; english folk; hurdy gurdy; Performer
Nigel Olsson,Disco; pop; 70s; west coast; Ballad; All
Night,seen live; black metal; hard rock; heavy metal; french; lithuanian; NWOTHM; swedish; shoegaze; hONDURAS; atmospheric black metal; depressive black metal; lithuanian rock; Post-Black Metal; Swedish Heavy Metal; electronica; indie; rock; folk; post-rock; dub; dubstep; Canadian; speed metal; AOR; quebecois; Czech; Post-Metal; raw black metal; nepal; Traditional Metal; blackgaze; traditional heavy metal; Lithuanian metal; Metal Noir Quebecois; night mood; La Ceiba; quebec black metal; NWoSHM; nepali folk; new wave of nepalese folk; czech electronic punk; hard rock ; True French Black Art
Nightcrawlers,House; dance; 90s; electronic; eurodance; electronica; pop; rock; funk; funky; groovy; jecks; euro house; Garage House; jazz; soul; UK; acoustic; acid jazz; scotland; electropop; female vocalists; electro; techno; old skool; male vocalists; synth pop; lounge; american; club; glasgow; synthpop; Random; rnb; Progressive House; Garage Rock; Psychedelic Rock; deep house; nostalgia; vocal house; european; United Kingdom; Myjukebox; britain; deep funk; music i tried but didnt like; NY House; dobra muzyka; lastwordfreak; sahkotaivas; loopool; m-z; Need to Rate
Nightmare,J-rock; visual kei; japanese; heavy metal; jrock; Power metal; rock; anime; death note; metal; nightmare; french; seen live; hardcore; japanese rock; french metal; thrash metal; hard rock; Soundtrack; hardcore punk; japan; J-music; alternative rock; J-Metal; naitomea; punk; speed metal; france; anime soundtrack; anime ost; alternative; Progressive metal; Crust; Colombia; visual key; japanese hardcore; french heavy metal
Night Ranger,hard rock; 80s; rock; classic rock; hair metal; AOR; american; Night Ranger; Glam Metal; seen live; arena rock; heavy metal; melodic rock; USA; 80s rock; melodic hard rock; male vocalists; 80's; glam rock; pop; hair band; Sister Christian; metal; California; Officially Shit; Progressive rock; pop rock; guitar; glam; san francisco; Guilty Pleasures; america; United States; hair bands; NightRanger
Nightwish,symphonic metal; Power metal; Gothic Metal; metal; Female fronted metal; finnish; seen live; female vocalists; Gothic; symphonic power metal; rock; nightwish; melodic metal; opera metal; heavy metal; finnish metal; finland; Gothic Rock; female vocalist; symphonic; Progressive metal; scandinavian; epic metal; hard rock; alternative; female fronted; epic; Operatic Metal; goth; Officially Shit; all things annoying in the world put together into one stupid bitch
Nihilistics,hardcore punk; punk; hardcore; nyhc; american; punk rock; 80s hardcore; noise; seen live; USA; thrash; negative; saw live; noise punk; Oi; American Punk; oldschool hardcore; Nihilistic; kbd; US Punk; hate punk; pro-american; Hate-Core; 1980-1989 Punk; ICH FICKE DEINE MAMA INS OHR xD
Nikhil Banerjee,indian classical; sitar; Indian; hindustani; world; india; World Music; raga; Classical; Hindustani classical music; instrumental; Spiritual Music; Indian Classical Music; folk; ethnic; Indian Instrumental; Indian Folk; wood and string; ethnic music; India plus; Nikhil Banerjee; quirky; Asian; amazing; spiritual; South Asian; pakaune; hindustani classical; carnatic; ravi shankar; infinite; east; stubborn; south india; doordoorwa1069; maihar; blissful music; baroque; ambient; genius; ragga; Meditation; ethno; chill out; Supernatural; lesser known yet streamable artists; traditional; lute; traditional japanese; tchaikovsky; confused; shakuhachi; Indian Fusion; genial; indian music; bengali; spirit; wantlist; Mondiovision; sitar virtuoso; hindustani instrumental; india top 25; de zeven reizen van Sinbad de zeeman; sitar jazz; jonasmusik; hindustani music; evindia; music for peace; jcc235; Bilaskhani Todi
Nik Kershaw,80s; pop; new wave; synthpop; synth pop; british; singer-songwriter; electronic; male vocalists; rock; new romantic; english; seen live; oldies; 80's; UK; nik kershaw; soft rock; 80s Pop; alternative; pop rock; male vocalist; electronica; 90s; england; synth-pop; classic rock; dance; Pop/Rock
Nikki Iles,jazz; piano; instrumental; english; pianist; british jazz; brit jazz
Nikolai Kapustin,jazz; contemporary classical; Classical; piano; jazzy; composer; 20th Century; Contemporary; russian; Ukrainian; Russia; My Favorites; 21st century; asciiecho; Post-Bop; contemporary jazz; third stream; All; Clasica; jazz pianist; jazz influenced; from: russia; classical can be destructive; western classical music; Musica Contemporanea
Nikolai Rimsky-Korsakov,Classical; russian; romantic; composers; instrumental; opera; composer; late romantic; 19th century; Russia; Romantic Classical; the five; orchestral; classic; classical music; russian classical; Nikolai Rimsky-Korsakov; Russian composer; nationalism; art music; 19th century classical; the mighty handful
Nik Turner,space rock; psychedelic; Psychedelic Rock; industrial; ambient; experimental; hawkwind; Progressive rock; saxophone; cosmic rock; electronic; english; noise; classic rock; seen live; rock; goth; noise rock; synth pop; post-punk; Gothic; synth; atmospheric; spoken word; cosmic; original; dark ambient; favourite artists; Post-Industrial; All; Primary; pioneers; wizard; science fiction music; no pigeonhole; Hawklords; alan davey; The Roundhouse London; March 8th 2009
Nile,death metal; Technical Death Metal; Brutal Death Metal; seen live; metal; grindcore; american; Technical Brutal Death Metal; Ithyphallic Metal; egyptian death metal; death; Brutal Technical Death Metal; USA; progressive death metal; epic death metal; black metal; brutal; Extreme Metal; brutal death; nile; Egyptian Themed Death Metal; Melodic Death Metal; Ithyphallic death metal
Nile Rodgers,funk; Disco; soul; seen live; dance; rnb; USA; american; rock; urban; Chic; pop; 70s; 80s; new york; dance-pop; 90s; D2; male vocalists; 00s; singer-songwriters; producer; New York City; 10s; Nile Rodgers; connecticut; All; Soul and Funk; AFRICOSMIC; musician; arranger; musical journey to the ends of time; scullfunk
Nils Frahm,piano; ambient; contemporary classical; modern classical; instrumental; seen live; neoclassical; german; Classical; post-classical; neo-classical; minimalism; contemporary piano; electronic; piano ambient; melancholic; ambient piano; melancholy; experimental; cinematic; modern composition; minimalist; minimal piano; alternative; neo classical; PostClassical; germany; Experimental-Ambient; minimal ambient; 21st century classical; Contemporary; composer; electronica; minimal; modern classic; pianist; post classical; contemporary instrumental; new age; atmospheric; contemporary classic; electroacoustic; piano solo; solo piano; zone minimal; chillout; beautiful; ethereal; Berlin; LastfmSC
Nils Lofgren,rock; classic rock; singer-songwriter; guitar; folk rock; seen live; nils lofgren; male vocalists; USA; 70s; roots rock; heartland rock; e street band; blues; american; blues rock; rockpalast; pop; 80s; pop rock; acoustic; 90s; Acoustic Rock; chicago; pub rock; Illinois; music chain; nils; vocal; soul; 60s; swedish; folk; hard rock; americana; singer; Alt-country; slide guitar; live; Southern Rock; singer songwriter; rock n roll; 00s; singer-songwriters; guitar virtuoso; dobro; Guitar Hero; live gesehen; radio paradise; radioparadise; Virtuoso; Favourite Songs; Madonna; Bruce Springsteen; maryland; geohash:dp3wh8jvvgsk; good music; pedal steel; Myjukebox; All; nyfiken; guitar heroes; the boss; north america; male solo artists; Favorite artist; killforpeace; javajustice; Band I want to hear more of; guitar lessons; teh sex; musician; ihs; Jesters live list; Sjekk ut; rock-folk; great guitarist; just another tag; Smoked Whiskey; allgemein thok; acoustic thok; hear more; males; Peter Frampton; Guitar Heroe; rock dreams; inne liszaj radio; Bonum Discovers; guitarra acustica; rock - classic; boogiewoogieflu; Need to Rate; PCJ; alter Hut; wjfm; Flyy1; artist - Nils Lofgren; backstreets; Less than 400000; district columbia
Nina Simone,jazz; soul; female vocalists; blues; vocal jazz; jazz vocal; nina simone; oldies; singer-songwriter; piano; american; female; vocal; 60s; beautiful; lounge; Female Voices; Love; female vocalist; rhythm and blues; jazzy; Smooth Jazz; easy listening; female vocal; Mellow; smooth; gospel; black classical music; folk; diva; USA; 50s; Jazz Divas; Standards; chillout; 70s; legend
Nine,hardcore; seen live; Hip-Hop; rap; metal; swedish; hardcore rap; hip hop; underground hip-hop; underground rap; east coast rap; new york; East Coast; japanese; death n roll; metalcore; alternative metal; punk; Sludge; rock; hiphop; death metal; Real hip-hop; Death'n'Roll; bronx; combat rock industry; trance; psychobilly; old school; post-hardcore; underground; hardcore punk; groove metal; rockabilly; post-rock; hard rock; Gangsta Rap; synthpop; underground hip hop; Sweden; post hardcore; angst; hardcore hip-hop; Swedish Metal; boom bap; real hip hop; east coast hip-hop; east; intelligent hip-hop; new school hardcore; metaltown 2007; Japanese psychobilly; east coast hiphop; japan psychobilly
Nine Days,rock; alternative rock; alternative; pop rock; pop; 90s; seen live; nine days; new york; male vocalists; power pop; american; indie; Pop-Rock; 90s Rock; acoustic; modern rock; singer-songwriter; 00s; alternative pop; music to fall asleep to; Long Island; indie rock; favorites; alternative pop rock; pop punk; male vocalist; one hit wonder; number bands; mustlove; favorite alternative; rockadd; stuff to listen to
Nine Eleven,hardcore; melodic hardcore; seen live; hardcore punk; modern hardcore; french; screamo; punk; French hardcore; france; rock; melodic; punk rock; melodic hardcore punk
Nine Inch Nails,industrial; industrial rock; rock; alternative; electronic; seen live; alternative rock; metal; industrial metal; experimental; american; NIN; nine inch nails; electronica; 90s; trent reznor; ambient; hard rock; alternative metal; indie; dark; Progressive rock; USA; favorites; Gothic; male vocalists; 80s; 00s; punk; darkwave; ebm
Ninja Sex Party,comedy; synthpop; Retro; sexy; pop; rock; 80s; pop rock; All; electronic; Comedy Rock; youtube; metal; electronica; new york; dance; synth pop; funk; Awesome; american; covers; guilty pleasure; Rock Pop; Favorite; gods; fuck yeah; misc; United States; better than radiohead; synth rock; synthrock; baby making music; not funny; spandex; need; synthwave; synth wave; better than one direction; better than david guetta; Game Grumps; Ninja brian; Technical Keyboard; nsp; Futuristic Pre-historic Throwdown; elektro-futurepop-synthpop; jibby
Niño Ricardo,Flamenco; guitar; spanish; Classical; spain; classical guitar; All; guitarra; flamenco guitar; cante flamenco; now available on last-fm radio 08q2
